id,symbol,period,interval,start_at,open_time,volume,open,high,low,close,turnover,time
17440745,BTCUSDT,5,5,1636579800,1636579800,1139.529,64937.5,65548.0,64500.0,65230.0,74139593.794,2021-11-11 02:30:00
17441273,BTCUSDT,5,5,1636580100,1636580100,566.711,65230.0,65469.5,64903.0,65291.0,36935737.29,2021-11-11 02:35:00
17441710,BTCUSDT,5,5,1636580400,1636580400,378.525,65291.0,65291.0,64811.0,65100.5,24618609.8225,2021-11-11 02:40:00
17442153,BTCUSDT,5,5,1636580700,1636580700,614.556,65100.5,65118.0,64555.0,64866.5,39831042.038,2021-11-11 02:45:00
17442553,BTCUSDT,5,5,1636581000,1636581000,556.972,64866.5,64979.0,63800.0,64500.0,35956539.6105,2021-11-11 02:50:00
17442997,BTCUSDT,5,5,1636581300,1636581300,373.25,64500.0,64612.5,64105.0,64275.0,24041087.8475,2021-11-11 02:55:00
17443548,BTCUSDT,5,5,1636581600,1636581600,646.014,64275.0,64489.0,63888.0,64143.5,41449866.163,2021-11-11 03:00:00
17444014,BTCUSDT,5,5,1636581900,1636581900,593.289,64143.5,64880.0,64143.0,64749.5,38319164.7195,2021-11-11 03:05:00
17444458,BTCUSDT,5,5,1636582200,1636582200,378.393,64749.5,65200.0,64709.5,64849.0,24593342.849,2021-11-11 03:10:00
17444849,BTCUSDT,5,5,1636582500,1636582500,295.658,64849.0,64864.5,64563.5,64651.5,19130415.2445,2021-11-11 03:15:00
17445332,BTCUSDT,5,5,1636582800,1636582800,156.296,64651.5,64651.5,64490.5,64538.5,10087274.5175,2021-11-11 03:20:00
17445765,BTCUSDT,5,5,1636583100,1636583100,156.647,64538.5,64669.0,64430.5,64478.0,10109720.83,2021-11-11 03:25:00
17446170,BTCUSDT,5,5,1636583400,1636583400,133.359,64478.0,64808.0,64478.0,64800.0,8623890.172,2021-11-11 03:30:00
17446661,BTCUSDT,5,5,1636583700,1636583700,254.972,64800.0,65136.0,64750.0,65136.0,16548668.6345,2021-11-11 03:35:00
17447097,BTCUSDT,5,5,1636584000,1636584000,285.126,65136.0,65136.0,64751.0,64914.0,18511732.0435,2021-11-11 03:40:00
17447556,BTCUSDT,5,5,1636584300,1636584300,101.78,64914.0,64964.0,64775.0,64785.0,6602129.5135,2021-11-11 03:45:00
17447957,BTCUSDT,5,5,1636584600,1636584600,87.776,64785.0,65056.5,64785.0,65056.5,5700349.76,2021-11-11 03:50:00
17448406,BTCUSDT,5,5,1636584900,1636584900,217.402,65056.5,65310.0,65000.0,65137.0,14176703.709,2021-11-11 03:55:00
17448871,BTCUSDT,5,5,1636585200,1636585200,225.693,65137.0,65137.0,64901.0,64971.5,14671498.514,2021-11-11 04:00:00
17449361,BTCUSDT,5,5,1636585500,1636585500,153.572,64971.5,65093.5,64922.5,65087.0,9980635.113,2021-11-11 04:05:00
17449815,BTCUSDT,5,5,1636585800,1636585800,87.797,65087.0,65087.0,64900.0,64982.0,5704293.9705,2021-11-11 04:10:00
17450239,BTCUSDT,5,5,1636586100,1636586100,286.435,64982.0,64982.0,64552.5,64645.0,18536448.2365,2021-11-11 04:15:00
17450661,BTCUSDT,5,5,1636586400,1636586400,137.805,64645.0,64742.5,64600.0,64717.5,8910528.3525,2021-11-11 04:20:00
17451090,BTCUSDT,5,5,1636586700,1636586700,220.622,64717.5,64717.5,64440.0,64546.5,14247159.021,2021-11-11 04:25:00
17451523,BTCUSDT,5,5,1636587000,1636587000,184.823,64546.5,64700.0,64312.5,64661.0,11919961.3385,2021-11-11 04:30:00
17452024,BTCUSDT,5,5,1636587300,1636587300,109.242,64661.0,64725.0,64572.5,64572.5,7063927.319,2021-11-11 04:35:00
17452435,BTCUSDT,5,5,1636587600,1636587600,110.113,64572.5,64669.5,64410.5,64669.0,7105238.428,2021-11-11 04:40:00
17452863,BTCUSDT,5,5,1636587900,1636587900,132.691,64669.0,64786.5,64581.0,64786.5,8587548.822,2021-11-11 04:45:00
17453303,BTCUSDT,5,5,1636588200,1636588200,187.107,64786.5,64934.5,64741.5,64934.5,12130970.1835,2021-11-11 04:50:00
17453732,BTCUSDT,5,5,1636588500,1636588500,163.476,64934.5,64980.0,64877.0,64893.5,10611919.551,2021-11-11 04:55:00
17454472,BTCUSDT,5,5,1636588800,1636588800,341.099,64893.5,64893.5,64627.0,64802.5,22083843.501,2021-11-11 05:00:00
17455094,BTCUSDT,5,5,1636589100,1636589100,193.618,64802.5,64860.5,64450.0,64687.5,12517502.849,2021-11-11 05:05:00
17455534,BTCUSDT,5,5,1636589400,1636589400,115.075,64687.5,64839.0,64613.5,64625.5,7449995.2755,2021-11-11 05:10:00
17455931,BTCUSDT,5,5,1636589700,1636589700,218.269,64625.5,64703.0,64383.5,64440.0,14078482.7185,2021-11-11 05:15:00
17456390,BTCUSDT,5,5,1636590000,1636590000,223.171,64440.0,64452.5,64227.5,64433.5,14363684.253,2021-11-11 05:20:00
17456804,BTCUSDT,5,5,1636590300,1636590300,248.569,64433.5,64743.0,64433.0,64700.0,16062464.317,2021-11-11 05:25:00
17457303,BTCUSDT,5,5,1636590600,1636590600,111.637,64700.0,64700.0,64453.0,64559.0,7205378.5155,2021-11-11 05:30:00
17457724,BTCUSDT,5,5,1636590900,1636590900,100.084,64559.0,64700.0,64559.0,64559.0,6470576.824,2021-11-11 05:35:00
17458164,BTCUSDT,5,5,1636591200,1636591200,81.531,64559.0,64603.5,64440.5,64477.5,5261504.28,2021-11-11 05:40:00
17458631,BTCUSDT,5,5,1636591500,1636591500,116.341,64477.5,64732.5,64477.5,64732.5,7521008.944,2021-11-11 05:45:00
17459047,BTCUSDT,5,5,1636591800,1636591800,182.852,64732.5,65000.0,64732.0,65000.0,11860696.0205,2021-11-11 05:50:00
17459481,BTCUSDT,5,5,1636592100,1636592100,121.918,65000.0,65021.0,64917.5,64969.5,7922322.631,2021-11-11 05:55:00
17459938,BTCUSDT,5,5,1636592400,1636592400,91.892,64969.5,65051.0,64869.0,65050.5,5969437.1655,2021-11-11 06:00:00
17460446,BTCUSDT,5,5,1636592700,1636592700,121.786,65050.5,65085.0,64971.0,64984.5,7919101.6485,2021-11-11 06:05:00
17460854,BTCUSDT,5,5,1636593000,1636593000,134.339,64984.5,64985.0,64716.0,64723.5,8702364.748,2021-11-11 06:10:00
17461283,BTCUSDT,5,5,1636593300,1636593300,94.135,64723.5,64847.0,64646.5,64743.5,6094860.5445,2021-11-11 06:15:00
17461727,BTCUSDT,5,5,1636593600,1636593600,121.524,64743.5,64744.0,64609.0,64660.0,7858613.574,2021-11-11 06:20:00
17462179,BTCUSDT,5,5,1636593900,1636593900,177.335,64660.0,64670.0,64465.5,64543.5,11446312.1785,2021-11-11 06:25:00
17462590,BTCUSDT,5,5,1636594200,1636594200,94.488,64543.5,64609.0,64490.5,64499.0,6098550.1485,2021-11-11 06:30:00
17463078,BTCUSDT,5,5,1636594500,1636594500,225.793,64499.0,64630.0,64380.0,64630.0,14564774.1025,2021-11-11 06:35:00
17463531,BTCUSDT,5,5,1636594800,1636594800,50.893,64630.0,64644.0,64518.0,64630.0,3288213.892,2021-11-11 06:40:00
17463947,BTCUSDT,5,5,1636595100,1636595100,98.822,64630.0,64745.0,64629.5,64678.0,6393858.862,2021-11-11 06:45:00
17464372,BTCUSDT,5,5,1636595400,1636595400,78.877,64678.0,64806.0,64677.5,64805.5,5107620.8515,2021-11-11 06:50:00
17464820,BTCUSDT,5,5,1636595700,1636595700,109.169,64805.5,64885.0,64757.5,64788.5,7077066.071,2021-11-11 06:55:00
17465338,BTCUSDT,5,5,1636596000,1636596000,80.889,64788.5,64788.5,64550.0,64550.0,5228032.6285,2021-11-11 07:00:00
17465847,BTCUSDT,5,5,1636596300,1636596300,69.827,64550.0,64596.0,64490.5,64491.0,4505981.0975,2021-11-11 07:05:00
17466265,BTCUSDT,5,5,1636596600,1636596600,122.655,64491.0,64520.0,64342.5,64418.0,7904947.4735,2021-11-11 07:10:00
17466725,BTCUSDT,5,5,1636596900,1636596900,329.797,64418.0,64575.0,64288.0,64470.5,21256626.8605,2021-11-11 07:15:00
17467133,BTCUSDT,5,5,1636597200,1636597200,64.017,64470.5,64560.0,64470.0,64535.0,4129722.004,2021-11-11 07:20:00
17467559,BTCUSDT,5,5,1636597500,1636597500,169.037,64535.0,64541.5,64335.5,64335.5,10885009.304,2021-11-11 07:25:00
17467976,BTCUSDT,5,5,1636597800,1636597800,66.873,64335.5,64423.0,64284.5,64417.0,4304147.2445,2021-11-11 07:30:00
17468473,BTCUSDT,5,5,1636598100,1636598100,166.209,64417.0,64417.0,64234.0,64283.0,10682585.4555,2021-11-11 07:35:00
17468930,BTCUSDT,5,5,1636598400,1636598400,169.187,64283.0,64355.5,64127.0,64324.0,10867892.0605,2021-11-11 07:40:00
17469346,BTCUSDT,5,5,1636598700,1636598700,226.31,64324.0,64542.5,64250.0,64533.5,14577411.8595,2021-11-11 07:45:00
17469770,BTCUSDT,5,5,1636599000,1636599000,88.495,64533.5,64568.0,64437.0,64516.0,5709115.636,2021-11-11 07:50:00
17470215,BTCUSDT,5,5,1636599300,1636599300,40.952,64516.0,64533.0,64482.0,64532.5,2642026.4155,2021-11-11 07:55:00
17470717,BTCUSDT,5,5,1636599600,1636599600,93.242,64532.5,64560.0,64437.5,64560.0,6013275.2905,2021-11-11 08:00:00
17471248,BTCUSDT,5,5,1636599900,1636599900,44.855,64560.0,64574.0,64503.5,64503.5,2895200.187,2021-11-11 08:05:00
17471665,BTCUSDT,5,5,1636600200,1636600200,22.041,64503.5,64581.5,64503.5,64579.0,1422136.098,2021-11-11 08:10:00
17472079,BTCUSDT,5,5,1636600500,1636600500,90.422,64579.0,64700.0,64523.5,64700.0,5842496.14,2021-11-11 08:15:00
17472545,BTCUSDT,5,5,1636600800,1636600800,84.944,64700.0,64747.0,64671.5,64738.5,5496815.0945,2021-11-11 08:20:00
17472961,BTCUSDT,5,5,1636601100,1636601100,90.01,64738.5,64745.0,64687.5,64700.0,5824839.66,2021-11-11 08:25:00
17473415,BTCUSDT,5,5,1636601400,1636601400,766.071,64700.0,64887.0,64354.5,64761.0,49502658.798,2021-11-11 08:30:00
17473906,BTCUSDT,5,5,1636601700,1636601700,151.423,64761.0,64761.0,64500.0,64605.0,9781191.202,2021-11-11 08:35:00
17474336,BTCUSDT,5,5,1636602000,1636602000,71.589,64605.0,64640.5,64543.0,64625.0,4623888.2255,2021-11-11 08:40:00
17474807,BTCUSDT,5,5,1636602300,1636602300,32.554,64625.0,64703.0,64624.5,64682.5,2105429.259,2021-11-11 08:45:00
17475214,BTCUSDT,5,5,1636602600,1636602600,39.758,64682.5,64789.0,64682.0,64781.5,2574761.7855,2021-11-11 08:50:00
17475648,BTCUSDT,5,5,1636602900,1636602900,64.445,64781.5,64781.5,64709.5,64776.5,4172342.1035,2021-11-11 08:55:00
17476126,BTCUSDT,5,5,1636603200,1636603200,94.529,64776.5,64776.5,64638.5,64721.0,6115201.3425,2021-11-11 09:00:00
17476756,BTCUSDT,5,5,1636603500,1636603500,56.132,64721.0,64806.5,64670.5,64761.0,3634209.6865,2021-11-11 09:05:00
17477193,BTCUSDT,5,5,1636603800,1636603800,74.208,64761.0,64761.0,64586.5,64590.0,4794843.337,2021-11-11 09:10:00
17477622,BTCUSDT,5,5,1636604100,1636604100,55.866,64590.0,64674.0,64530.0,64530.0,3609068.5945,2021-11-11 09:15:00
17478074,BTCUSDT,5,5,1636604400,1636604400,24.572,64530.0,64572.0,64530.0,64531.0,1586168.6085,2021-11-11 09:20:00
17478536,BTCUSDT,5,5,1636604700,1636604700,76.703,64531.0,64531.5,64470.0,64503.0,4947185.2745,2021-11-11 09:25:00
17478975,BTCUSDT,5,5,1636605000,1636605000,12.264,64503.0,64503.0,64502.5,64503.0,791061.2205,2021-11-11 09:30:00
17479467,BTCUSDT,5,5,1636605300,1636605300,51.532,64503.0,64650.0,64502.5,64620.5,3327829.775,2021-11-11 09:35:00
17479885,BTCUSDT,5,5,1636605600,1636605600,43.379,64620.5,64621.0,64515.0,64515.0,2799597.8475,2021-11-11 09:40:00
17480300,BTCUSDT,5,5,1636605900,1636605900,56.466,64515.0,64608.5,64451.0,64608.0,3641461.621,2021-11-11 09:45:00
17480771,BTCUSDT,5,5,1636606200,1636606200,44.691,64608.0,64750.0,64608.0,64749.5,2890348.635,2021-11-11 09:50:00
17481233,BTCUSDT,5,5,1636606500,1636606500,49.645,64749.5,64750.0,64642.0,64645.5,3210847.425,2021-11-11 09:55:00
17481650,BTCUSDT,5,5,1636606800,1636606800,46.865,64645.5,64701.5,64619.5,64701.5,3029267.8805,2021-11-11 10:00:00
17482192,BTCUSDT,5,5,1636607100,1636607100,27.458,64701.5,64741.0,64701.0,64740.5,1777090.842,2021-11-11 10:05:00
17482639,BTCUSDT,5,5,1636607400,1636607400,54.895,64740.5,64800.0,64740.5,64800.0,3554836.8545,2021-11-11 10:10:00
17483115,BTCUSDT,5,5,1636607700,1636607700,33.023,64800.0,64800.0,64751.0,64799.5,2138809.725,2021-11-11 10:15:00
17483541,BTCUSDT,5,5,1636608000,1636608000,44.013,64799.5,64800.0,64759.0,64759.5,2851056.2105,2021-11-11 10:20:00
17483960,BTCUSDT,5,5,1636608300,1636608300,130.998,64759.5,64884.0,64759.0,64839.0,8493336.161,2021-11-11 10:25:00
17484435,BTCUSDT,5,5,1636608600,1636608600,64.336,64839.0,64880.0,64718.0,64745.0,4169463.1765,2021-11-11 10:30:00
17484913,BTCUSDT,5,5,1636608900,1636608900,104.038,64745.0,64760.0,64657.5,64659.0,6734361.7045,2021-11-11 10:35:00
17485327,BTCUSDT,5,5,1636609200,1636609200,55.986,64659.0,64659.5,64623.0,64623.0,3619352.0535,2021-11-11 10:40:00
17485751,BTCUSDT,5,5,1636609500,1636609500,19.962,64623.0,64623.5,64621.0,64621.0,1289989.541,2021-11-11 10:45:00
17486237,BTCUSDT,5,5,1636609800,1636609800,53.82,64621.0,64728.5,64621.0,64681.0,3481492.1205,2021-11-11 10:50:00
17486674,BTCUSDT,5,5,1636610100,1636610100,16.081,64681.0,64687.0,64633.0,64687.0,1039664.46,2021-11-11 10:55:00
17487265,BTCUSDT,5,5,1636610400,1636610400,40.874,64687.0,64730.0,64686.5,64729.5,2645503.3175,2021-11-11 11:00:00
17487805,BTCUSDT,5,5,1636610700,1636610700,28.343,64729.5,64730.0,64647.0,64712.0,1833749.8235,2021-11-11 11:05:00
17488271,BTCUSDT,5,5,1636611000,1636611000,53.136,64712.0,64779.5,64711.5,64754.0,3439890.145,2021-11-11 11:10:00
17488725,BTCUSDT,5,5,1636611300,1636611300,81.186,64754.0,64754.5,64553.0,64587.5,5247215.609,2021-11-11 11:15:00
17489131,BTCUSDT,5,5,1636611600,1636611600,61.289,64587.5,64612.5,64529.0,64549.5,3957066.5615,2021-11-11 11:20:00
17489573,BTCUSDT,5,5,1636611900,1636611900,34.336,64549.5,64681.0,64549.0,64680.5,2218741.7145,2021-11-11 11:25:00
17489997,BTCUSDT,5,5,1636612200,1636612200,91.881,64680.5,64869.0,64680.5,64869.0,5951191.962,2021-11-11 11:30:00
17490498,BTCUSDT,5,5,1636612500,1636612500,206.457,64869.0,65000.0,64867.0,64927.0,13405026.7045,2021-11-11 11:35:00
17490944,BTCUSDT,5,5,1636612800,1636612800,66.55,64927.0,64927.0,64816.0,64871.5,4317532.0455,2021-11-11 11:40:00
17491395,BTCUSDT,5,5,1636613100,1636613100,47.654,64871.5,64884.5,64820.0,64884.5,3090410.5585,2021-11-11 11:45:00
17491824,BTCUSDT,5,5,1636613400,1636613400,55.281,64884.5,64911.0,64730.5,64775.0,3582707.14,2021-11-11 11:50:00
17492265,BTCUSDT,5,5,1636613700,1636613700,40.268,64775.0,64856.0,64720.0,64856.0,2608627.693,2021-11-11 11:55:00
17492820,BTCUSDT,5,5,1636614000,1636614000,31.417,64856.0,64875.0,64855.0,64855.5,2037942.7775,2021-11-11 12:00:00
17493276,BTCUSDT,5,5,1636614300,1636614300,43.017,64855.5,64920.0,64835.0,64920.0,2790235.4435,2021-11-11 12:05:00
17493702,BTCUSDT,5,5,1636614600,1636614600,38.32,64920.0,64931.0,64910.0,64930.5,2487986.4625,2021-11-11 12:10:00
17494151,BTCUSDT,5,5,1636614900,1636614900,102.521,64930.5,65036.0,64930.0,65035.5,6663158.591,2021-11-11 12:15:00
17494572,BTCUSDT,5,5,1636615200,1636615200,103.191,65035.5,65100.0,65034.0,65073.5,6713991.283,2021-11-11 12:20:00
17495036,BTCUSDT,5,5,1636615500,1636615500,65.138,65073.5,65100.0,65073.0,65088.0,4240109.6035,2021-11-11 12:25:00
17495449,BTCUSDT,5,5,1636615800,1636615800,93.054,65088.0,65166.0,65000.0,65155.0,6056480.686,2021-11-11 12:30:00
17495949,BTCUSDT,5,5,1636616100,1636616100,216.647,65155.0,65320.5,65150.5,65288.0,14131521.673,2021-11-11 12:35:00
17496395,BTCUSDT,5,5,1636616400,1636616400,141.63,65288.0,65378.0,65230.0,65230.0,9246761.437,2021-11-11 12:40:00
17496865,BTCUSDT,5,5,1636616700,1636616700,132.769,65230.0,65387.5,65222.5,65351.0,8670356.1065,2021-11-11 12:45:00
17497280,BTCUSDT,5,5,1636617000,1636617000,54.397,65351.0,65351.0,65245.5,65297.5,3551766.648,2021-11-11 12:50:00
17497718,BTCUSDT,5,5,1636617300,1636617300,53.559,65297.5,65297.5,65228.0,65228.0,3495504.054,2021-11-11 12:55:00
17498172,BTCUSDT,5,5,1636617600,1636617600,85.783,65228.0,65300.0,65200.0,65245.0,5596558.0505,2021-11-11 13:00:00
17498803,BTCUSDT,5,5,1636617900,1636617900,172.368,65245.0,65245.0,65080.0,65113.0,11230696.1425,2021-11-11 13:05:00
17499263,BTCUSDT,5,5,1636618200,1636618200,233.065,65113.0,65113.5,64807.5,64924.5,15141729.828,2021-11-11 13:10:00
17499729,BTCUSDT,5,5,1636618500,1636618500,141.806,64924.5,65064.0,64924.0,65039.0,9217814.686,2021-11-11 13:15:00
17500130,BTCUSDT,5,5,1636618800,1636618800,81.614,65039.0,65039.0,64818.0,64821.5,5297026.6755,2021-11-11 13:20:00
17500589,BTCUSDT,5,5,1636619100,1636619100,174.429,64821.5,64919.5,64730.0,64745.5,11302934.3015,2021-11-11 13:25:00
17501015,BTCUSDT,5,5,1636619400,1636619400,176.259,64745.5,64847.0,64672.5,64675.5,11418981.8705,2021-11-11 13:30:00
17501528,BTCUSDT,5,5,1636619700,1636619700,129.528,64675.5,64730.0,64638.0,64729.0,8378641.241,2021-11-11 13:35:00
17501945,BTCUSDT,5,5,1636620000,1636620000,89.053,64729.0,64842.0,64729.0,64825.5,5771579.2855,2021-11-11 13:40:00
17502382,BTCUSDT,5,5,1636620300,1636620300,85.104,64825.5,64975.0,64825.5,64974.5,5525525.948,2021-11-11 13:45:00
17502842,BTCUSDT,5,5,1636620600,1636620600,150.957,64974.5,65202.0,64974.5,65193.5,9826198.4245,2021-11-11 13:50:00
17503286,BTCUSDT,5,5,1636620900,1636620900,322.329,65193.5,65450.0,65157.0,65366.0,21047706.098,2021-11-11 13:55:00
17503763,BTCUSDT,5,5,1636621200,1636621200,121.185,65366.0,65399.5,65354.0,65354.0,7922587.7335,2021-11-11 14:00:00
17504331,BTCUSDT,5,5,1636621500,1636621500,95.33,65354.0,65354.5,65333.0,65342.5,6228852.545,2021-11-11 14:05:00
17504747,BTCUSDT,5,5,1636621800,1636621800,172.943,65342.5,65343.0,65100.0,65167.5,11277429.8355,2021-11-11 14:10:00
17505161,BTCUSDT,5,5,1636622100,1636622100,149.124,65167.5,65310.5,65046.0,65229.0,9719453.204,2021-11-11 14:15:00
17505648,BTCUSDT,5,5,1636622400,1636622400,77.711,65229.0,65400.0,65209.0,65399.5,5077288.0695,2021-11-11 14:20:00
17506091,BTCUSDT,5,5,1636622700,1636622700,234.539,65399.5,65594.0,65399.5,65577.5,15365211.3455,2021-11-11 14:25:00
17506551,BTCUSDT,5,5,1636623000,1636623000,170.161,65577.5,65580.0,65454.0,65454.0,11150089.675,2021-11-11 14:30:00
17507026,BTCUSDT,5,5,1636623300,1636623300,78.771,65454.0,65462.0,65364.0,65449.5,5154126.575,2021-11-11 14:35:00
17507435,BTCUSDT,5,5,1636623600,1636623600,42.744,65449.5,65449.5,65358.0,65358.5,2795127.1005,2021-11-11 14:40:00
17507906,BTCUSDT,5,5,1636623900,1636623900,41.478,65358.5,65459.5,65355.0,65444.5,2713313.3095,2021-11-11 14:45:00
17508324,BTCUSDT,5,5,1636624200,1636624200,36.424,65444.5,65491.5,65444.0,65491.5,2384015.6485,2021-11-11 14:50:00
17508777,BTCUSDT,5,5,1636624500,1636624500,87.47,65491.5,65500.0,65353.5,65421.5,5724735.3605,2021-11-11 14:55:00
17509300,BTCUSDT,5,5,1636624800,1636624800,61.341,65421.5,65421.5,65267.0,65297.5,4008469.2835,2021-11-11 15:00:00
17509801,BTCUSDT,5,5,1636625100,1636625100,46.18,65297.5,65327.0,65275.0,65327.0,3015258.596,2021-11-11 15:05:00
17510260,BTCUSDT,5,5,1636625400,1636625400,46.736,65327.0,65362.0,65277.0,65277.5,3052835.5495,2021-11-11 15:10:00
17510688,BTCUSDT,5,5,1636625700,1636625700,55.331,65277.5,65314.5,65208.0,65314.5,3611128.194,2021-11-11 15:15:00
17511128,BTCUSDT,5,5,1636626000,1636626000,44.459,65314.5,65315.5,65234.0,65315.5,2902359.178,2021-11-11 15:20:00
17511565,BTCUSDT,5,5,1636626300,1636626300,41.142,65315.5,65325.0,65225.5,65225.5,2686377.022,2021-11-11 15:25:00
17512004,BTCUSDT,5,5,1636626600,1636626600,141.289,65225.5,65225.5,65111.0,65202.5,9206840.2195,2021-11-11 15:30:00
17512502,BTCUSDT,5,5,1636626900,1636626900,37.702,65202.5,65253.0,65175.5,65253.0,2458826.554,2021-11-11 15:35:00
17512960,BTCUSDT,5,5,1636627200,1636627200,57.274,65253.0,65355.0,65252.5,65354.5,3741317.874,2021-11-11 15:40:00
17513372,BTCUSDT,5,5,1636627500,1636627500,68.043,65354.5,65355.0,65208.0,65208.5,4440820.144,2021-11-11 15:45:00
17513847,BTCUSDT,5,5,1636627800,1636627800,110.894,65208.5,65326.5,65165.5,65234.0,7233532.079,2021-11-11 15:50:00
17514288,BTCUSDT,5,5,1636628100,1636628100,23.584,65234.0,65292.5,65233.5,65274.0,1539328.614,2021-11-11 15:55:00
17514722,BTCUSDT,5,5,1636628400,1636628400,53.734,65274.0,65274.0,65137.0,65137.0,3503771.085,2021-11-11 16:00:00
17515248,BTCUSDT,5,5,1636628700,1636628700,42.962,65137.0,65164.5,65130.0,65130.5,2798420.737,2021-11-11 16:05:00
17515688,BTCUSDT,5,5,1636629000,1636629000,31.815,65130.5,65214.0,65130.0,65180.0,2074142.2555,2021-11-11 16:10:00
17516110,BTCUSDT,5,5,1636629300,1636629300,45.904,65180.0,65200.0,65157.0,65157.0,2991770.8985,2021-11-11 16:15:00
17516593,BTCUSDT,5,5,1636629600,1636629600,45.826,65157.0,65275.0,65137.5,65269.5,2989665.5655,2021-11-11 16:20:00
17517036,BTCUSDT,5,5,1636629900,1636629900,36.871,65269.5,65275.0,65244.5,65255.5,2406208.7675,2021-11-11 16:25:00
17517502,BTCUSDT,5,5,1636630200,1636630200,20.427,65255.5,65293.5,65255.5,65290.0,1333555.6065,2021-11-11 16:30:00
17517948,BTCUSDT,5,5,1636630500,1636630500,55.099,65290.0,65300.0,65188.0,65188.0,3596494.3855,2021-11-11 16:35:00
